timestamp,speed
1527576044.516835,0
1527576045.995787,0.0
1527576046.490134,0.0
1527576046.982788,0.0
1527576047.476432,0.0
1527576047.96994,0.0
1527576048.463486,0.0
1527576049.450822,0
1527576049.944158,0.0
1527576050.437532,0.0
1527576050.931135,1.3200388232305271
1527576051.424658,0.9899863162556825
1527576051.918247,2.375841977607649
1527576052.41169,1.9798963991635403
1527576052.905168,2.828423427376486
1527576053.398817,2.474763304579731
1527576053.893064,4.618103409544915
1527576054.385895,3.9593182778919402
1527576054.879375,4.949219476356177
1527576055.867644,5.442546529473073
1527576056.360068,5.090345791425414
1527576056.853559,5.9388362414953875
1527576057.347953,5.09036199854631
1527576057.840618,5.940095453132298
1527576058.334166,5.090506393815331
1527576058.827656,5.939001698813791
1527576059.321322,5.092146886535358
1527576059.814834,5.94064323389404
1527576060.801847,5.938991169437036
1527576061.295433,5.090471030951198
1527576061.789035,5.9387971347489925
1527576062.282486,5.090448929410612
1527576062.776097,5.938761036670983
1527576063.269544,5.090625747109211
1527576063.7647,5.936618499562824
1527576064.25683,5.090223504658536
1527576064.750241,6.433734373248228
1527576065.248521,5.648442082242424
1527576065.747809,7.404074963105439
1527576066.247902,6.754079669334601
1527576066.724309,8.413732778041927
1527576067.217867,7.922289546801506
1527576067.711401,9.90229880871569
1527576068.204991,9.049896544909362
1527576068.698536,10.888131173512296
1527576069.192053,9.64484534750107
1527576069.685545,8.4361167734603
1527576070.179887,7.351279061542545
1527576070.672669,6.433789775229985
1527576071.166205,3.959267852454136
1527576071.660327,3.4638517950779426
1527576072.153263,0.5656222996876022
1527576072.646811,0.4949175603352986
1527576073.140294,0.0
1527576073.633872,0.0
1527576074.127463,0.0
1527576075.608022,0
1527576076.102738,0.0
1527576076.595118,0.0
1527576077.088656,0.0
1527576077.582206,0.0
1527576078.075811,0.0
1527576078.569259,0.0
1527576079.062795,0.0
1527576080.543453,0
1527576081.037001,0.0
